ID,year,month,mean,lon,lat
4,2006,6,61.27586207,-109.389058,32.009405
4,2006,7,57.9,-109.389058,32.009405
4,2006,8,46.5,-109.389058,32.009405
4,2007,6,54.62068966,-109.389058,32.009405
4,2007,7,55.6,-109.389058,32.009405
4,2007,8,47.6,-109.389058,32.009405
4,2008,6,58.96666667,-109.389058,32.009405
4,2008,7,50.34482759,-109.389058,32.009405
4,2008,8,50,-109.389058,32.009405
4,2009,6,47.1,-109.389058,32.009405
4,2009,7,54.22580645,-109.389058,32.009405
4,2009,8,49.61290323,-109.389058,32.009405
4,2010,6,53.56666667,-109.389058,32.009405
4,2010,7,49.73333333,-109.389058,32.009405
4,2010,8,46.6,-109.389058,32.009405
4,2011,6,58.46428571,-109.389058,32.009405
4,2011,7,53.96153846,-109.389058,32.009405
4,2011,8,56.87096774,-109.389058,32.009405
4,2012,6,56.33333333,-109.389058,32.009405
4,2012,7,57.4516129,-109.389058,32.009405
4,2012,8,56.09677419,-109.389058,32.009405
4,2013,6,54.23333333,-109.389058,32.009405
4,2013,7,56.44827586,-109.389058,32.009405
4,2013,8,48.64516129,-109.389058,32.009405
4,2014,6,51.08695652,-109.389058,32.009405
4,2014,7,54.1,-109.389058,32.009405
4,2014,8,47.53333333,-109.389058,32.009405
4,2015,6,53.83333333,-109.389058,32.009405
4,2015,7,48.09677419,-109.389058,32.009405
4,2015,8,50.25806452,-109.389058,32.009405
4,2016,6,53.3,-109.389058,32.009405
4,2016,7,50.76,-109.389058,32.009405
4,2016,8,49.58064516,-109.389058,32.009405
5,1990,6,-9999,-121.156876,36.483235
5,1990,7,-9999,-121.156876,36.483235
5,1990,8,-9999,-121.156876,36.483235
5,1991,6,-9999,-121.156876,36.483235
5,1991,7,-9999,-121.156876,36.483235
5,1991,8,-9999,-121.156876,36.483235
5,1992,6,-9999,-121.156876,36.483235
5,1992,7,-9999,-121.156876,36.483235
5,1992,8,-9999,-121.156876,36.483235
5,1993,6,-9999,-121.156876,36.483235
5,1993,7,-9999,-121.156876,36.483235
5,1993,8,-9999,-121.156876,36.483235
5,1994,6,-9999,-121.156876,36.483235
5,1994,7,-9999,-121.156876,36.483235
5,1994,8,-9999,-121.156876,36.483235
5,1995,6,54.07142857,-121.156876,36.483235
5,1995,7,58.22580645,-121.156876,36.483235
5,1995,8,65.39285714,-121.156876,36.483235
5,1996,6,61.26666667,-121.156876,36.483235
5,1996,7,66.07407407,-121.156876,36.483235
5,1996,8,68.95652174,-121.156876,36.483235
5,1997,6,51.92857143,-121.156876,36.483235
5,1997,7,56.5,-121.156876,36.483235
5,1997,8,55.4137931,-121.156876,36.483235
5,1998,6,49.13333333,-121.156876,36.483235
5,1998,7,61.7,-121.156876,36.483235
5,1998,8,66.66666667,-121.156876,36.483235
5,1999,6,54.30434783,-121.156876,36.483235
5,1999,7,55.17391304,-121.156876,36.483235
5,1999,8,52.60714286,-121.156876,36.483235
5,2000,6,55.16666667,-121.156876,36.483235
5,2000,7,50.73076923,-121.156876,36.483235
5,2000,8,55.29166667,-121.156876,36.483235
5,2001,6,57.66666667,-121.156876,36.483235
5,2001,7,49.25806452,-121.156876,36.483235
5,2001,8,56.86666667,-121.156876,36.483235
5,2002,6,57.53333333,-121.156876,36.483235
5,2002,7,56.06451613,-121.156876,36.483235
5,2002,8,61.70967742,-121.156876,36.483235
5,2003,6,56.1,-121.156876,36.483235
5,2003,7,57.4,-121.156876,36.483235
5,2003,8,55.06896552,-121.156876,36.483235
5,2004,6,53.4,-121.156876,36.483235
5,2004,7,51,-121.156876,36.483235
5,2004,8,52.74193548,-121.156876,36.483235
5,2005,6,45.33333333,-121.156876,36.483235
5,2005,7,55.03333333,-121.156876,36.483235
5,2005,8,55.09677419,-121.156876,36.483235
5,2006,6,50.25,-121.156876,36.483235
5,2006,7,61,-121.156876,36.483235
5,2006,8,55.70967742,-121.156876,36.483235
5,2007,6,57.76666667,-121.156876,36.483235
5,2007,7,48.58064516,-121.156876,36.483235
5,2007,8,55.76666667,-121.156876,36.483235
5,2008,6,63.03333333,-121.156876,36.483235
5,2008,7,60.4,-121.156876,36.483235
5,2008,8,52.10344828,-121.156876,36.483235
5,2009,6,42.82758621,-121.156876,36.483235
5,2009,7,52.5,-121.156876,36.483235
5,2009,8,49.93333333,-121.156876,36.483235
5,2010,6,44.42857143,-121.156876,36.483235
5,2010,7,47.81481481,-121.156876,36.483235
5,2010,8,46.36,-121.156876,36.483235
5,2011,6,46.53571429,-121.156876,36.483235
5,2011,7,45.67741935,-121.156876,36.483235
5,2011,8,44.83870968,-121.156876,36.483235
5,2012,6,48.16666667,-121.156876,36.483235
5,2012,7,50.77419355,-121.156876,36.483235
5,2012,8,54.03448276,-121.156876,36.483235
5,2013,6,44.79310345,-121.156876,36.483235
5,2013,7,50.03225806,-121.156876,36.483235
5,2013,8,43.77419355,-121.156876,36.483235
5,2014,6,48.28571429,-121.156876,36.483235
5,2014,7,45.25806452,-121.156876,36.483235
5,2014,8,45.64516129,-121.156876,36.483235
5,2015,6,49.45833333,-121.156876,36.483235
5,2015,7,40.96551724,-121.156876,36.483235
5,2015,8,40.35,-121.156876,36.483235
5,2016,6,50.22222222,-121.156876,36.483235
5,2016,7,50.41935484,-121.156876,36.483235
5,2016,8,52.5483871,-121.156876,36.483235
6,1990,6,-9999,-105.545635,40.278129
6,1990,7,-9999,-105.545635,40.278129
6,1990,8,-9999,-105.545635,40.278129
6,1991,6,-9999,-105.545635,40.278129
6,1991,7,-9999,-105.545635,40.278129
6,1991,8,-9999,-105.545635,40.278129
6,1992,6,-9999,-105.545635,40.278129
6,1992,7,-9999,-105.545635,40.278129
6,1992,8,-9999,-105.545635,40.278129
6,1993,6,-9999,-105.545635,40.278129
6,1993,7,-9999,-105.545635,40.278129
